,Summary,Packet Size,Network Protocol,Transport Protocol,Operation,Source
220,"IP UDP DNS Ans ""b's3-1-w.amazonaws.com.'""",243,IP,UDP,DNS-Ans,"""b's3-1-w.amazonaws.com.'"""
221,"IP UDP DNS Qry ""b'user-images.trustpilot.com.'""",103,IP,UDP,DNS-Qry,"""b'user-images.trustpilot.com.'"""
222,"IP UDP DNS Qry ""b'user-images.trustpilot.com.'""",92,IP,UDP,DNS-Qry,"""b'user-images.trustpilot.com.'"""
223,"IP UDP DNS Qry ""b'user-images.trustpilot.com.'""",103,IP,UDP,DNS-Qry,"""b'user-images.trustpilot.com.'"""
224,"IP UDP DNS Qry ""b'user-images.trustpilot.com.'""",92,IP,UDP,DNS-Qry,"""b'user-images.trustpilot.com.'"""
225,IP UDP DNS Ans,174,IP,UDP,DNS-Ans,Unknown
226,"IP UDP DNS Ans ""108.157.60.113""",156,IP,UDP,DNS-Ans,"""108.157.60.113"""
227,IP UDP DNS Ans,185,IP,UDP,DNS-Ans,Unknown
228,"IP UDP DNS Ans ""108.157.60.113""",167,IP,UDP,DNS-Ans,"""108.157.60.113"""
229,"IP UDP DNS Qry ""b'fast.wistia.com.'""",92,IP,UDP,DNS-Qry,"""b'fast.wistia.com.'"""
230,"IP UDP DNS Qry ""b'fast.wistia.com.'""",81,IP,UDP,DNS-Qry,"""b'fast.wistia.com.'"""
231,"IP UDP DNS Qry ""b'fast.wistia.com.'""",92,IP,UDP,DNS-Qry,"""b'fast.wistia.com.'"""
232,"IP UDP DNS Qry ""b'fast.wistia.com.'""",81,IP,UDP,DNS-Qry,"""b'fast.wistia.com.'"""
233,"IP UDP DNS Ans ""b'dualstack.j.sni.global.fastly.net.'""",156,IP,UDP,DNS-Ans,"""b'dualstack.j.sni.global.fastly.net.'"""
234,"IP UDP DNS Ans ""b'dualstack.j.sni.global.fastly.net.'""",167,IP,UDP,DNS-Ans,"""b'dualstack.j.sni.global.fastly.net.'"""
235,"IP UDP DNS Qry ""b'safebrowsing.googleapis.com.'""",104,IP,UDP,DNS-Qry,"""b'safebrowsing.googleapis.com.'"""
236,"IP UDP DNS Qry ""b'safebrowsing.googleapis.com.'""",104,IP,UDP,DNS-Qry,"""b'safebrowsing.googleapis.com.'"""
237,"IP UDP DNS Qry ""b'safebrowsing.googleapis.com.'""",93,IP,UDP,DNS-Qry,"""b'safebrowsing.googleapis.com.'"""
238,"IP UDP DNS Qry ""b'safebrowsing.googleapis.com.'""",93,IP,UDP,DNS-Qry,"""b'safebrowsing.googleapis.com.'"""
239,"IP UDP DNS Qry ""b'safebrowsing.googleapis.com.'""",104,IP,UDP,DNS-Qry,"""b'safebrowsing.googleapis.com.'"""
240,"IP UDP DNS Ans ""b'dualstack.j.sni.global.fastly.net.'""",144,IP,UDP,DNS-Ans,"""b'dualstack.j.sni.global.fastly.net.'"""
241,"IP UDP DNS Ans ""b'dualstack.j.sni.global.fastly.net.'""",155,IP,UDP,DNS-Ans,"""b'dualstack.j.sni.global.fastly.net.'"""
242,"IP UDP DNS Ans ""2a00:1450:4017:80d::200a""",121,IP,UDP,DNS-Ans,"""2a00:1450:4017:80d::200a"""
243,"IP UDP DNS Ans ""2a00:1450:4017:80d::200a""",132,IP,UDP,DNS-Ans,"""2a00:1450:4017:80d::200a"""
244,"IP UDP DNS Ans ""172.217.17.138""",109,IP,UDP,DNS-Ans,"""172.217.17.138"""
245,"IP UDP DNS Ans ""172.217.17.138""",120,IP,UDP,DNS-Ans,"""172.217.17.138"""
246,"IP UDP DNS Ans ""172.217.17.138""",120,IP,UDP,DNS-Ans,"""172.217.17.138"""
247,IP TCP 10.0.2.15:53148 172.217.17.138:https S,80,IP,TCP,Connection-Transport,10.0.2.15:53148
248,IP TCP 10.0.2.15:56176 104.26.5.227:https PA Raw,230,IP,TCP,Connection-Transport,10.0.2.15:56176
249,IP TCP 104.26.5.227:https 10.0.2.15:56176 A Padding,66,IP,TCP,Connection-Transport,104.26.5.227:https
250,IP TCP 10.0.2.15:56176 104.26.5.227:https PA Raw,168,IP,TCP,Connection-Transport,10.0.2.15:56176
251,IP TCP 10.0.2.15:38086 16.182.74.193:https S,80,IP,TCP,Connection-Transport,10.0.2.15:38086
252,IP TCP 172.217.17.138:https 10.0.2.15:53148 SA Padding,66,IP,TCP,Connection-Transport,172.217.17.138:https
253,IP TCP 10.0.2.15:53148 172.217.17.138:https A,60,IP,TCP,Connection-Transport,10.0.2.15:53148
254,IP TCP 104.26.5.227:https 10.0.2.15:56176 A Padding,66,IP,TCP,Connection-Transport,104.26.5.227:https
255,IP TCP 10.0.2.15:53148 172.217.17.138:https PA Raw,1305,IP,TCP,Connection-Transport,10.0.2.15:53148
256,IP TCP 10.0.2.15:53148 172.217.17.138:https PA Raw,66,IP,TCP,Connection-Transport,10.0.2.15:53148
257,IP TCP 10.0.2.15:53148 172.217.17.138:https PA Raw,699,IP,TCP,Connection-Transport,10.0.2.15:53148
258,IP TCP 172.217.17.138:https 10.0.2.15:53148 A Padding,66,IP,TCP,Connection-Transport,172.217.17.138:https
259,IP TCP 172.217.17.138:https 10.0.2.15:53148 A Padding,66,IP,TCP,Connection-Transport,172.217.17.138:https
260,IP TCP 172.217.17.138:https 10.0.2.15:53148 A Padding,66,IP,TCP,Connection-Transport,172.217.17.138:https
261,IP TCP 10.0.2.15:38098 16.182.74.193:https S,80,IP,TCP,Connection-Transport,10.0.2.15:38098
262,IP TCP 10.0.2.15:38108 16.182.74.193:https S,80,IP,TCP,Connection-Transport,10.0.2.15:38108
263,IP TCP 10.0.2.15:52962 52.217.233.112:https S,80,IP,TCP,Connection-Transport,10.0.2.15:52962
264,IP TCP 10.0.2.15:52976 52.217.233.112:https S,80,IP,TCP,Connection-Transport,10.0.2.15:52976
265,IP TCP 10.0.2.15:56176 104.26.5.227:https PA Raw,166,IP,TCP,Connection-Transport,10.0.2.15:56176
266,IP TCP 104.26.5.227:https 10.0.2.15:56176 A Padding,66,IP,TCP,Connection-Transport,104.26.5.227:https
267,IP TCP 10.0.2.15:56176 104.26.5.227:https PA Raw,158,IP,TCP,Connection-Transport,10.0.2.15:56176
268,IP TCP 10.0.2.15:56176 104.26.5.227:https PA Raw,168,IP,TCP,Connection-Transport,10.0.2.15:56176
269,IP TCP 10.0.2.15:56176 104.26.5.227:https PA Raw,164,IP,TCP,Connection-Transport,10.0.2.15:56176
270,IP TCP 104.26.5.227:https 10.0.2.15:56176 A Padding,66,IP,TCP,Connection-Transport,104.26.5.227:https
271,IP TCP 104.26.5.227:https 10.0.2.15:56176 A Padding,66,IP,TCP,Connection-Transport,104.26.5.227:https
272,IP TCP 104.26.5.227:https 10.0.2.15:56176 A Padding,66,IP,TCP,Connection-Transport,104.26.5.227:https
273,IP TCP 104.26.5.227:https 10.0.2.15:56176 PA Raw,2392,IP,TCP,Connection-Transport,104.26.5.227:https
274,IP TCP 10.0.2.15:56176 104.26.5.227:https A,60,IP,TCP,Connection-Transport,10.0.2.15:56176
275,IP TCP 104.26.5.227:https 10.0.2.15:56176 PA Raw,2065,IP,TCP,Connection-Transport,104.26.5.227:https
276,IP TCP 10.0.2.15:56176 104.26.5.227:https A,60,IP,TCP,Connection-Transport,10.0.2.15:56176
277,IP TCP 104.26.5.227:https 10.0.2.15:56176 PA Raw,4327,IP,TCP,Connection-Transport,104.26.5.227:https
278,IP TCP 10.0.2.15:56176 104.26.5.227:https A,60,IP,TCP,Connection-Transport,10.0.2.15:56176
279,IP TCP 104.26.5.227:https 10.0.2.15:56176 PA Raw,3563,IP,TCP,Connection-Transport,104.26.5.227:https
280,IP TCP 10.0.2.15:56176 104.26.5.227:https A,60,IP,TCP,Connection-Transport,10.0.2.15:56176
281,IP TCP 104.26.5.227:https 10.0.2.15:56176 PA Raw,1912,IP,TCP,Connection-Transport,104.26.5.227:https
282,IP TCP 104.26.5.227:https 10.0.2.15:56176 PA Raw,142,IP,TCP,Connection-Transport,104.26.5.227:https
283,IP TCP 10.0.2.15:56176 104.26.5.227:https PA Raw,164,IP,TCP,Connection-Transport,10.0.2.15:56176
284,IP TCP 104.26.5.227:https 10.0.2.15:56176 A Padding,66,IP,TCP,Connection-Transport,104.26.5.227:https
285,IP TCP 10.0.2.15:56176 104.26.5.227:https PA Raw,166,IP,TCP,Connection-Transport,10.0.2.15:56176
286,IP TCP 104.26.5.227:https 10.0.2.15:56176 A Padding,66,IP,TCP,Connection-Transport,104.26.5.227:https
287,IP TCP 10.0.2.15:56176 104.26.5.227:https PA Raw,164,IP,TCP,Connection-Transport,10.0.2.15:56176
288,IP TCP 104.26.5.227:https 10.0.2.15:56176 A Padding,66,IP,TCP,Connection-Transport,104.26.5.227:https
289,IP TCP 10.0.2.15:50540 142.251.140.74:https S,80,IP,TCP,Connection-Transport,10.0.2.15:50540
290,IP TCP 10.0.2.15:50554 142.251.140.74:https S,80,IP,TCP,Connection-Transport,10.0.2.15:50554
291,IP TCP 10.0.2.15:50556 142.251.140.74:https S,80,IP,TCP,Connection-Transport,10.0.2.15:50556
292,IP TCP 10.0.2.15:50560 142.251.140.74:https S,80,IP,TCP,Connection-Transport,10.0.2.15:50560
293,IP TCP 10.0.2.15:39000 146.75.2.132:https S,80,IP,TCP,Connection-Transport,10.0.2.15:39000
294,IP TCP 10.0.2.15:39006 146.75.2.132:https S,80,IP,TCP,Connection-Transport,10.0.2.15:39006
295,IP TCP 104.26.5.227:https 10.0.2.15:56176 PA Raw,3278,IP,TCP,Connection-Transport,104.26.5.227:https
296,IP TCP 10.0.2.15:56176 104.26.5.227:https A,60,IP,TCP,Connection-Transport,10.0.2.15:56176
297,IP TCP 142.251.140.74:https 10.0.2.15:50540 SA Padding,66,IP,TCP,Connection-Transport,142.251.140.74:https
298,IP TCP 10.0.2.15:50540 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50540
299,IP TCP 142.251.140.74:https 10.0.2.15:50554 SA Padding,66,IP,TCP,Connection-Transport,142.251.140.74:https
300,IP TCP 10.0.2.15:50554 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50554
301,IP TCP 142.251.140.74:https 10.0.2.15:50556 SA Padding,66,IP,TCP,Connection-Transport,142.251.140.74:https
302,IP TCP 10.0.2.15:50556 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50556
303,IP TCP 146.75.2.132:https 10.0.2.15:39006 SA Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
304,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
305,IP TCP 146.75.2.132:https 10.0.2.15:39000 SA Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
306,IP TCP 10.0.2.15:39000 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39000
307,IP TCP 142.251.140.74:https 10.0.2.15:50560 SA Padding,66,IP,TCP,Connection-Transport,142.251.140.74:https
308,IP TCP 10.0.2.15:50560 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50560
309,IP TCP 172.217.17.138:https 10.0.2.15:53148 PA Raw,921,IP,TCP,Connection-Transport,172.217.17.138:https
310,IP TCP 10.0.2.15:53148 172.217.17.138:https A,60,IP,TCP,Connection-Transport,10.0.2.15:53148
311,IP TCP 10.0.2.15:39006 146.75.2.132:https PA Raw,723,IP,TCP,Connection-Transport,10.0.2.15:39006
312,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
313,IP TCP 10.0.2.15:39000 146.75.2.132:https PA Raw,723,IP,TCP,Connection-Transport,10.0.2.15:39000
314,IP TCP 146.75.2.132:https 10.0.2.15:39000 A Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
315,IP TCP 10.0.2.15:50560 142.251.140.74:https PA Raw,728,IP,TCP,Connection-Transport,10.0.2.15:50560
316,IP TCP 142.251.140.74:https 10.0.2.15:50560 A Padding,66,IP,TCP,Connection-Transport,142.251.140.74:https
317,IP TCP 104.26.5.227:https 10.0.2.15:56176 PA Raw,409,IP,TCP,Connection-Transport,104.26.5.227:https
318,IP TCP 10.0.2.15:50556 142.251.140.74:https PA Raw,728,IP,TCP,Connection-Transport,10.0.2.15:50556
319,IP TCP 142.251.140.74:https 10.0.2.15:50556 A Padding,66,IP,TCP,Connection-Transport,142.251.140.74:https
320,IP TCP 10.0.2.15:50554 142.251.140.74:https PA Raw,728,IP,TCP,Connection-Transport,10.0.2.15:50554
321,IP TCP 142.251.140.74:https 10.0.2.15:50554 A Padding,66,IP,TCP,Connection-Transport,142.251.140.74:https
322,IP TCP 10.0.2.15:50540 142.251.140.74:https PA Raw,728,IP,TCP,Connection-Transport,10.0.2.15:50540
323,IP TCP 142.251.140.74:https 10.0.2.15:50540 A Padding,66,IP,TCP,Connection-Transport,142.251.140.74:https
324,IP TCP 10.0.2.15:53148 172.217.17.138:https PA Raw,144,IP,TCP,Connection-Transport,10.0.2.15:53148
325,IP TCP 10.0.2.15:53148 172.217.17.138:https PA Raw,91,IP,TCP,Connection-Transport,10.0.2.15:53148
326,IP TCP 172.217.17.138:https 10.0.2.15:53148 A Padding,66,IP,TCP,Connection-Transport,172.217.17.138:https
327,IP TCP 172.217.17.138:https 10.0.2.15:53148 A Padding,66,IP,TCP,Connection-Transport,172.217.17.138:https
328,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Raw,2980,IP,TCP,Connection-Transport,146.75.2.132:https
329,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
330,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,2194,IP,TCP,Connection-Transport,146.75.2.132:https
331,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
332,IP TCP 146.75.2.132:https 10.0.2.15:39000 A Raw,2980,IP,TCP,Connection-Transport,146.75.2.132:https
333,IP TCP 10.0.2.15:39000 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39000
334,IP TCP 146.75.2.132:https 10.0.2.15:39000 PA Raw,2194,IP,TCP,Connection-Transport,146.75.2.132:https
335,IP TCP 10.0.2.15:39000 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39000
336,IP TCP 10.0.2.15:39006 146.75.2.132:https PA Raw,124,IP,TCP,Connection-Transport,10.0.2.15:39006
337,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
338,IP TCP 10.0.2.15:39006 146.75.2.132:https PA Raw,230,IP,TCP,Connection-Transport,10.0.2.15:39006
339,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
340,IP TCP 10.0.2.15:39006 146.75.2.132:https PA Raw,350,IP,TCP,Connection-Transport,10.0.2.15:39006
341,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
342,IP TCP 10.0.2.15:39000 146.75.2.132:https PA Raw,124,IP,TCP,Connection-Transport,10.0.2.15:39000
343,IP TCP 146.75.2.132:https 10.0.2.15:39000 A Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
344,IP TCP 10.0.2.15:39000 146.75.2.132:https PA Raw,247,IP,TCP,Connection-Transport,10.0.2.15:39000
345,IP TCP 146.75.2.132:https 10.0.2.15:39000 A Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
346,IP TCP 172.217.17.138:https 10.0.2.15:53148 PA Raw,571,IP,TCP,Connection-Transport,172.217.17.138:https
347,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,119,IP,TCP,Connection-Transport,146.75.2.132:https
348,IP TCP 172.217.17.138:https 10.0.2.15:53148 PA Raw,130,IP,TCP,Connection-Transport,172.217.17.138:https
349,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Raw,4440,IP,TCP,Connection-Transport,146.75.2.132:https
350,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
351,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,4535,IP,TCP,Connection-Transport,146.75.2.132:https
352,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,2860,IP,TCP,Connection-Transport,146.75.2.132:https
353,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
354,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,5660,IP,TCP,Connection-Transport,146.75.2.132:https
355,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Raw,1520,IP,TCP,Connection-Transport,146.75.2.132:https
356,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,1400,IP,TCP,Connection-Transport,146.75.2.132:https
357,IP TCP 146.75.2.132:https 10.0.2.15:39000 PA Raw,119,IP,TCP,Connection-Transport,146.75.2.132:https
358,IP TCP 10.0.2.15:56176 104.26.5.227:https A,60,IP,TCP,Connection-Transport,10.0.2.15:56176
359,IP TCP 10.0.2.15:39006 146.75.2.132:https PA Raw,146,IP,TCP,Connection-Transport,10.0.2.15:39006
360,IP TCP 142.251.140.74:https 10.0.2.15:50560 A Raw,2980,IP,TCP,Connection-Transport,142.251.140.74:https
361,IP TCP 10.0.2.15:50560 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50560
362,IP TCP 142.251.140.74:https 10.0.2.15:50560 PA Raw,1822,IP,TCP,Connection-Transport,142.251.140.74:https
363,IP TCP 10.0.2.15:50560 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50560
364,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Raw,10280,IP,TCP,Connection-Transport,146.75.2.132:https
365,IP TCP 142.251.140.74:https 10.0.2.15:50556 A Raw,2980,IP,TCP,Connection-Transport,142.251.140.74:https
366,IP TCP 10.0.2.15:50556 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50556
367,IP TCP 142.251.140.74:https 10.0.2.15:50554 A Raw,2980,IP,TCP,Connection-Transport,142.251.140.74:https
368,IP TCP 10.0.2.15:50554 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50554
369,IP TCP 10.0.2.15:39006 146.75.2.132:https PA Raw,91,IP,TCP,Connection-Transport,10.0.2.15:39006
370,IP TCP 142.251.140.74:https 10.0.2.15:50556 PA Raw,1821,IP,TCP,Connection-Transport,142.251.140.74:https
371,IP TCP 10.0.2.15:50556 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50556
372,IP TCP 142.251.140.74:https 10.0.2.15:50554 PA Raw,1822,IP,TCP,Connection-Transport,142.251.140.74:https
373,IP TCP 10.0.2.15:50554 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50554
374,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,9440,IP,TCP,Connection-Transport,146.75.2.132:https
375,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
376,IP TCP 10.0.2.15:46628 54.231.168.9:https S,80,IP,TCP,Connection-Transport,10.0.2.15:46628
377,IP TCP 10.0.2.15:53148 172.217.17.138:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:53148
378,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,8460,IP,TCP,Connection-Transport,146.75.2.132:https
379,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
380,IP TCP 172.217.17.138:https 10.0.2.15:53148 A Padding,66,IP,TCP,Connection-Transport,172.217.17.138:https
381,IP TCP 142.251.140.74:https 10.0.2.15:50540 A Raw,2980,IP,TCP,Connection-Transport,142.251.140.74:https
382,IP TCP 10.0.2.15:50540 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50540
383,IP TCP 142.251.140.74:https 10.0.2.15:50540 PA Raw,1822,IP,TCP,Connection-Transport,142.251.140.74:https
384,IP TCP 10.0.2.15:50540 142.251.140.74:https A,60,IP,TCP,Connection-Transport,10.0.2.15:50540
385,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,4260,IP,TCP,Connection-Transport,146.75.2.132:https
386,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,8460,IP,TCP,Connection-Transport,146.75.2.132:https
387,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Raw,1520,IP,TCP,Connection-Transport,146.75.2.132:https
388,IP TCP 10.0.2.15:39000 146.75.2.132:https PA Raw,84,IP,TCP,Connection-Transport,10.0.2.15:39000
389,IP TCP 10.0.2.15:39000 146.75.2.132:https FA,60,IP,TCP,Connection-Transport,10.0.2.15:39000
390,IP TCP 146.75.2.132:https 10.0.2.15:39000 A Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
391,IP TCP 146.75.2.132:https 10.0.2.15:39000 A Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
392,IP TCP 10.0.2.15:53148 172.217.17.138:https PA Raw,84,IP,TCP,Connection-Transport,10.0.2.15:53148
393,IP TCP 10.0.2.15:53148 172.217.17.138:https FA,60,IP,TCP,Connection-Transport,10.0.2.15:53148
394,IP TCP 172.217.17.138:https 10.0.2.15:53148 A Padding,66,IP,TCP,Connection-Transport,172.217.17.138:https
395,IP TCP 172.217.17.138:https 10.0.2.15:53148 A Padding,66,IP,TCP,Connection-Transport,172.217.17.138:https
396,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
397,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Raw,16120,IP,TCP,Connection-Transport,146.75.2.132:https
398,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
399,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Raw,17580,IP,TCP,Connection-Transport,146.75.2.132:https
400,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
401,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Raw,19040,IP,TCP,Connection-Transport,146.75.2.132:https
402,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
403,IP TCP 146.75.2.132:https 10.0.2.15:39006 A Raw,20500,IP,TCP,Connection-Transport,146.75.2.132:https
404,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
405,IP TCP 146.75.2.132:https 10.0.2.15:39006 PA Raw,5439,IP,TCP,Connection-Transport,146.75.2.132:https
406,IP TCP 10.0.2.15:39006 146.75.2.132:https A,60,IP,TCP,Connection-Transport,10.0.2.15:39006
407,IP TCP 146.75.2.132:https 10.0.2.15:39000 PA Raw,84,IP,TCP,Connection-Transport,146.75.2.132:https
408,IP TCP 10.0.2.15:39000 146.75.2.132:https R,60,IP,TCP,Connection-Transport,10.0.2.15:39000
409,IP TCP 146.75.2.132:https 10.0.2.15:39000 FA Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
410,IP TCP 10.0.2.15:39000 146.75.2.132:https R,60,IP,TCP,Connection-Transport,10.0.2.15:39000
411,IP TCP 172.217.17.138:https 10.0.2.15:53148 FA Padding,66,IP,TCP,Connection-Transport,172.217.17.138:https
412,IP TCP 10.0.2.15:53148 172.217.17.138:https A,60,IP,TCP,Connection-Transport,10.0.2.15:53148
413,IP TCP 146.75.2.132:https 10.0.2.15:39000 RA Padding,66,IP,TCP,Connection-Transport,146.75.2.132:https
414,IP TCP 10.0.2.15:37050 104.17.25.14:https S,80,IP,TCP,Connection-Transport,10.0.2.15:37050
415,IP TCP 16.182.74.193:https 10.0.2.15:38098 SA Padding,66,IP,TCP,Connection-Transport,16.182.74.193:https
416,IP TCP 10.0.2.15:38098 16.182.74.193:https A,60,IP,TCP,Connection-Transport,10.0.2.15:38098
417,IP TCP 10.0.2.15:37052 104.17.25.14:https S,80,IP,TCP,Connection-Transport,10.0.2.15:37052
418,IP TCP 10.0.2.15:37058 104.17.25.14:https S,80,IP,TCP,Connection-Transport,10.0.2.15:37058
419,"IP UDP DNS Qry ""b'ocsp.pki.goog.'""",90,IP,UDP,DNS-Qry,"""b'ocsp.pki.goog.'"""
420,IP TCP 10.0.2.15:38098 16.182.74.193:https PA Raw,736,IP,TCP,Connection-Transport,10.0.2.15:38098
421,"IP UDP DNS Ans ""b'pki-goog.l.google.com.'""",141,IP,UDP,DNS-Ans,"""b'pki-goog.l.google.com.'"""
422,"IP UDP DNS Qry ""b'ocsp.pki.goog.'""",90,IP,UDP,DNS-Qry,"""b'ocsp.pki.goog.'"""
423,IP TCP 16.182.74.193:https 10.0.2.15:38098 A Padding,66,IP,TCP,Connection-Transport,16.182.74.193:https
424,IP TCP 104.17.25.14:https 10.0.2.15:37050 SA Padding,66,IP,TCP,Connection-Transport,104.17.25.14:https
425,IP TCP 10.0.2.15:37050 104.17.25.14:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37050
426,"IP UDP DNS Ans ""b'pki-goog.l.google.com.'""",169,IP,UDP,DNS-Ans,"""b'pki-goog.l.google.com.'"""
427,IP TCP 16.182.74.193:https 10.0.2.15:38108 SA Padding,66,IP,TCP,Connection-Transport,16.182.74.193:https
428,IP TCP 10.0.2.15:38108 16.182.74.193:https A,60,IP,TCP,Connection-Transport,10.0.2.15:38108
429,IP TCP 104.17.25.14:https 10.0.2.15:37058 SA Padding,66,IP,TCP,Connection-Transport,104.17.25.14:https
430,IP TCP 10.0.2.15:37058 104.17.25.14:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37058
431,IP TCP 104.17.25.14:https 10.0.2.15:37052 SA Padding,66,IP,TCP,Connection-Transport,104.17.25.14:https
432,IP TCP 10.0.2.15:37052 104.17.25.14:https A,60,IP,TCP,Connection-Transport,10.0.2.15:37052
433,IP TCP 52.217.233.112:https 10.0.2.15:52976 SA Padding,66,IP,TCP,Connection-Transport,52.217.233.112:https
434,IP TCP 10.0.2.15:52976 52.217.233.112:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52976
435,IP TCP 16.182.74.193:https 10.0.2.15:38086 SA Padding,66,IP,TCP,Connection-Transport,16.182.74.193:https
436,IP TCP 10.0.2.15:38086 16.182.74.193:https A,60,IP,TCP,Connection-Transport,10.0.2.15:38086
